,Text,Lemma,Polarity,Analysis,Vader Sentiment,Vader Analysis,SWN analysis
772,This phone has lasted me three years and it's only now starting to cause me problems. And that's probably because I don't treat it too well. I'm most likely going to buy the same phone to replace it.,  phone last three year start cause problem probably treat well likely go buy phone replace,0.0,Neutral,0.2732,Neutral,Negative
773,"The Samsung Smooth has a great battery life and is built well. It is easy to learn and use and has good quality sound. It even has a decent signal at my house even though I live right on the border of a National Park. I get an excellent signal elsewhere. Remember, this is a great basic phone - it is not a Blackberry or a Droid. Bob - Akron OH",  Samsung Smooth great battery life build well easy learn use good quality sound even decent signal house even though live right border National Park get excellent signal elsewhere Remember great basic phone Blackberry Droid Bob Akron OH,0.4656434474616292,Positive,0.9628,Positive,Positive
774,"I don't know how I lost this amazing phone but I prefer THIS so-called ""old"" phone to the shiny new iphone. It really is a phenomenal device.",  know lose amazing phone prefer call old phone shiny new iphone really phenomenal device,0.3340909090909091,Positive,0.2732,Neutral,Positive
775,The case is so smooth and tapered it is very hard to grasp to flip open. The keys are also hard to push you have to press just right.,  case smooth taper hard grasp flip open key also hard push press right,0.01706349206349206,Positive,-0.2023,Neutral,Negative
776,I purchased a Samsung Smooth Verizon cell phone about 7 months ago and remain very happy with it. I needed a cheap plain cell phone to carry with me when traveling and did not want to pay a monthly charge just to have an emergency phone. I put $100 worth of minutes on the phone when I purchased it and 7 months later still have $78 left. As for my limited use this phone has worked very well for me. I even purchased one for a friend to carry with them for emergencies.,  purchase Samsung Smooth Verizon cell phone month ago remain happy need cheap plain cell phone carry travel want pay monthly charge emergency phone put worth minute phone purchase month later still leave limited use phone work well even purchase one friend carry emergency,0.23061224489795923,Positive,0.5423,Positive,Positive
777,"I usually have no problems ordering through amazon. Very happy with your products. But, this one time, I was not satisfied. The phone was not damaged on the outside and you could use all your features. The problem I had is it would not stay charged. I would fully charge the phone, make one call and it would die. Than I could put the phone down for the night, fully charged, in the morning their would be no energy. I could not use this phone.",  usually problem order amazon happy product one time satisfy phone damage outside could use feature problem would stay charge would fully charge phone make one call would die could put phone night fully charge morning would energy could use phone,0.18333333333333335,Positive,-0.4588,Neutral,Negative
778,"No stating that this phone has the old style charge connection,, of which is not compatible with the latest. Meaning- the cord does nt fit into any other amsung device.",  state phone old style charge connection compatible late Meaning cord nt fit amsung device,0.06666666666666668,Positive,0.3612,Neutral,Positive
779,"Got the phone for my mom, she needed a cell phone to just make phone calls, she don't text. Received it took it down to Verizon Wireless and got it activated for her. Phone is great for her and there was no hassle activating the phone with Verizon Wireless. If needing a basic phone to use, I highly recommend this phone.",  Got phone mom need cell phone make phone call text Received take Verizon Wireless get activate Phone great hassle activate phone Verizon Wireless need basic phone use highly recommend phone,0.32,Positive,0.7841,Positive,Positive
780,"Brought this phone for my sister, it was her first phone ever. She had no problems with it. For a standard flip phone, it's pretty simplistic. Aside from texting and making calls there's not too much else you can do. Picture quality wasn't the greatest, but considering the price and type of phone, it really wasn't bad.",  Brought phone sister first phone ever problem standard flip phone pretty simplistic Aside texting make call much else Picture quality great consider price type phone really bad,0.04285714285714288,Positive,0.204,Neutral,Negative
781,"This phone is ideal for someone who needs a phone to use as a phone. The camera, texting and internet capabilities all work great, but the best part is that the phone does so well. Very satisfied.",  phone ideal someone need phone use phone camera texting internet capability work great best part phone well satisfied,0.8,Positive,0.9485,Positive,Positive
782,"I found out the hard way, that you can not activate the phone with carrier, only use with buying of prepaid cards ONLY. On all prepaid phone from Verizon.",  find hard way activate phone carrier use buying prepaid card prepay phone Verizon,-0.2916666666666667,Negative,-0.1027,Neutral,Negative
783,We were warned by verizon not to buy outside their company because the others were not reliable. Well these phones are still being used and we loved them. they were pretty good.,  warn verizon buy outside company others reliable Well phone still use love pretty good,0.3625,Positive,0.9001,Positive,Positive
784,Several years old and still performing like it did the day we got it!,  Several year old still perform like day get,0.05,Positive,0.3612,Neutral,Negative
785,Verizon wouldn't honor the phone,  Verizon honor phone,0.0,Neutral,0.4939,Neutral,Positive
786,"This is a great phone for those like me who want an inexpensive phone with good sound. I appreciate a phone that is loud and clear enough to take phone calls in noisy places. The camera isn't all that hot, but better than most phones.The camera isn't important to me anyway. All in all a grat inexpensive phone.",  great phone like want inexpensive phone good sound appreciate phone loud clear enough take phone call noisy place camera hot good phone camera important anyway grat inexpensive phone,0.3833333333333333,Positive,0.9524,Positive,Positive
787,Love me some trusty flip-phones!,  Love trusty flip phone,0.5,Positive,0.8126,Positive,Positive
788,greatbphone. It is just what we were looking for. Thanks for sending so promptly. It is much appreciated. Thanks again,  greatbphone look Thanks send promptly much appreciated Thanks,0.20000000000000004,Positive,0.8442,Positive,Positive
789,if you have a reg. verizon acct. this is not the phone for you. get a non pre-paid phone to add to your acct.,  reg verizon acct phone get non pre pay phone add acct,0.0,Neutral,-0.1027,Neutral,Positive
790,phone works as expected. very low battery consumption,  phone work expect low battery consumption,0.0,Neutral,-0.2732,Neutral,Negative
791,Thank You,  Thank,0.0,Neutral,0.3612,Neutral,0
792,I order it for my brother but he still said it was to small for him to see the numbers good but now i think he had my other brother to check it out and the setting was wrong on it but he is now not complaining so everything ok.,  order brother still say small see number good think brother check setting wrong complain everything ok,0.11249999999999999,Positive,-0.0516,Neutral,Negative
793,Piece of junk. It worked for about a month and now it only stays on for about 10 seconds then shuts off. Don't buy.,  Piece junk work month stay second shut buy,0.0,Neutral,0.0,Neutral,Negative
794,Does what it says on the tin.,  say tin,0.0,Neutral,0.0,Neutral,Neutral
795,Well worth the price and included a free $10 minutes card. Has all the functions I need and use. Economical.,  Well worth price include free minute card function need use Economical,0.3333333333333333,Positive,0.743,Positive,Positive
796,good phone,  good phone,0.7,Positive,0.4404,Neutral,Positive
797,wrong item,  wrong item,-0.5,Negative,-0.4767,Neutral,Negative
798,"This was a gift to be used for someone who doesn't use the phone often. It's durable, easy to function and serves the purpose well.",  gift use someone use phone often durable easy function serve purpose well,0.43333333333333335,Positive,0.7845,Positive,Positive
799,never ordered never got iy,  never order never get iy,0.0,Neutral,0.0,Neutral,Negative
800,Great little phone!,  Great little phone,0.30625,Positive,0.6249,Positive,Negative
801,I am sure the phone if fine but it did not work on our family plan. We sent it back and requested a refund.,  sure phone fine work family plan send back request refund,0.3055555555555556,Positive,0.4767,Neutral,Positive
802,this phone is crap its prepaid and its 75$ and it doesnt even have unlimited features like what the heck ?!!?!,  phone crap prepaid doesnt even unlimited feature like heck,-0.8,Negative,-0.0258,Neutral,Negative
803,if you have an account with verizon this prepaid as all other prepaid phones cannot be added to the plan,  account verizon prepaid prepaid phone add plan,0.0,Neutral,0.0,Neutral,Neutral
804,Well i got this phone for my mother she happy with it. But I have had to use t a few times and the volume is low even when you have it turned all the way up. She only use it for phone calls because she doesn't text She can only read text when they come in if she hears it if not she has to ask some1 to retrieve it for her She almost 70,  Well get phone mother happy use time volume low even turn way use phone call text read text come hear ask retrieve almost,0.4,Positive,0.5719,Positive,Positive
805,1) I ordered two identical items. I received one item exactly as ordered and one with an extra attachment. It makes me want the 2nd attachment for the 2nd phone. 2) They arrived quickly and were packaged safely.,  order two identical item receive one item exactly order one extra attachment make want nd attachment nd phone arrive quickly package safely,0.2708333333333333,Positive,0.7845,Positive,Negative
806,I was amazed by how fast my phone was delivered. I received my phone within less than a week. I definitely recommend this seller. Thanks.,  amaze fast phone deliver receive phone within less week definitely recommend seller Thanks,0.05833333333333334,Positive,0.8767,Positive,Negative
807,This is a great phone i have had it for about a year no problems at all. I accually bought a different phone becuase i wanted a slide phone it has a better rating but its not near as good as this phone.the battery life is amazing last me 2-3 days of use. It has great sound quality. pretty much the best phone cuz there is little things about it that just make everything so easy to use. i give it a 6 out 5 i will buy again,  great phone year problem accually buy different phone becuase want slide phone good rating near good phone battery life amaze last day use great sound quality pretty much best phone cuz little thing make everything easy use give buy,0.41631944444444446,Positive,0.9786,Positive,Positive
808,Worst Flip Phone I ever had. It is difficult to open and the sound is terrible. My old LG VX8300 is far better than this phone.,  Worst Flip Phone ever difficult open sound terrible old LG VX far good phone,-0.15,Negative,-0.7783,Negative,Negative
809,"You can make calls whenever the phone doesn't slip out of your hand. Sound quality's fine, for the first few months. And then it starts to sound like everyone you call is cutting in and out. Are they having phone reception problems? Nope, it's your phone with the problem. The screen is a decent size for a phone at this price, but what's the point when you start getting extra lines across the screen after just a few months of use? The phone does tell time, though.",  make call whenever phone slip hand Sound quality fine first month start sound like everyone call cut phone reception problem Nope phone problem screen decent size phone price point start get extra line across screen month use phone tell time though,0.27222222222222225,Positive,0.607,Positive,Positive
810,This prepaid phone is good for emergency situations. Although i wish verizon gave more options with their prepaid plans. You cant get just talk anymore.,  prepaid phone good emergency situation Although wish verizon give option prepaid plan cant get talk anymore,0.7,Positive,0.4588,Neutral,Negative
811,"very good, no problems",  good problem,0.7,Positive,0.0516,Neutral,Positive
812,The phone is OK but the Verizon payment plan extracts a monthly payment whether you use the phone or not. I wasn't aware of the terms until my account was terminated and my $60 balance confiscated. All Verizon support would say was send us more money and we will reactivate your account. My recommendation: go to Walmart.,  phone OK Verizon payment plan extract monthly payment whether use phone aware term account terminate balance confiscate Verizon support would say send us money reactivate account recommendation go Walmart,0.375,Positive,0.6841,Positive,Positive
813,When i first looked at the phone it was so bright it made my great grandma go blind. Everyday she would talk about a Giraffe chasing her. When i lift it it turned to celery.,  first look phone bright make great grandma go blind Everyday would talk Giraffe chase lift turn celery,0.21000000000000002,Positive,0.6486,Positive,Positive
814,After a short time it freezes up when texing and you have to put it on a flat area so you can tex. Cover is very lose and moves side to side. It seems like it is a refurbished item but they say it is new. I have ordered a second on and it does the same things. Don't waste your money.,  short time freeze texing put flat area tex Cover lose move side side seem like refurbished item say new order second thing waste money,-0.01772727272727273,Negative,-0.4215,Neutral,Positive
815,"Purchased this renewed phone because it advertised it was an AT&T phone so works with my account. Advised all I had to do was change SIM card, which I did shortly after purchase. Then after install found all couldn't get a phone message and no one could leave me notes. Wouldn't go to internet, wouldn't wi-fi or work most of the apps. AT&T store visited again, re-checked and software was fine, seems it is in the phone hardware/software. Returning.",  Purchased renew phone advertise phone work account Advised change SIM card shortly purchase install find get phone message one could leave note go internet wi fi work apps store visit check software fine seem phone hardware software Returning,0.20833333333333334,Positive,0.1531,Neutral,Positive
816,Bought this to replace my stepfather's worn out Rugby II. He didn't want a smartphone. This is perfect for the older crowd who just don't want to mess with learning something new.,  Bought replace stepfather wear Rugby II want smartphone perfect old crowd want mess learn something new,0.2653409090909091,Positive,0.4215,Neutral,Positive
817,"This phone is terrible. It sounds like aluminum foil is being rubbed against the speaker to the person you’re talking to. I threw the box away. Therefore, I can’t send it back.",  phone terrible sound like aluminum foil rub speaker person talk throw box away Therefore send back,-0.19999999999999998,Negative,-0.1531,Neutral,Negative
818,"I really like the phone,I am a senior and it's good to have the large numbers,I use a desktop and really don't need all the apps that most of the new models have.I do need an adapter for my car and I forgot to place it on that order.I would appreciate if Amazon could find one along with a cover for this phone.Thanks for remembering the baby boomers.Patsy Butler.patsy.butler@att.net",  really like phone senior good large number use desktop really need apps new model need adapter car forget place order would appreciate Amazon could find one along cover phone Thanks remember baby boomer Patsy Butler patsy butler att net,0.23580705009276431,Positive,0.8858,Positive,Positive
819,Thi sis a replacement for a lost phone. No surprises. Works well.,  Thi sis replacement lose phone surprise Works well,0.0,Neutral,0.128,Neutral,Neutral
820,I use the Rugby 2 every day and the battery lasts 1 to 2 days depending in the use. It's a good phone for me,  use Rugby every day battery last day depend use good phone,0.35,Positive,0.4404,Neutral,Positive
821,Like it,  Like,0.0,Neutral,0.3612,Neutral,0
822,"This is the best phone I have ever owned! I love it! I bought this phone becauuse Samsung lists it as ""rugged"". Other reviewers of this phone (with contract) have stated that it is not all that rugged. Thus far I cannot agree. It is light plastic and not as heavy or as rubberized as I was expecting, but, all in all, it will hold up quite well. The battery life is unexpectedly long, which is one of my biggest problems with my previous phone. The features are surprisingly relevent: a USB-based wall charger, voice dial (without the hassle of recording), micro SD card slot, GPS (which I have not used), etc. It has all of the features I want without the need for a data plan.",  best phone ever own love buy phone becauuse Samsung list rugged reviewer phone contract state rugged Thus far agree light plastic heavy rubberize expect hold quite well battery life unexpectedly long one big problem previous phone feature surprisingly relevent USB base wall charger voice dial without hassle record micro SD card slot GPS use etc feature want without need data plan,0.18939393939393945,Positive,0.92,Positive,Positive
823,This was a Christmas present for my dad. He loves it. It arrived on time. It was packaged safely. It's just what the low tech man needed. He's not interested in smartphones. This is durable and simple to use. Just what he had been wanting. Quality for a descent price.,  Christmas present dad love arrive time package safely low tech man need interested smartphones durable simple use want Quality descent price,0.15,Positive,0.8519,Positive,Positive
824,"it is a great flip phone,very durable,easy to operate,small and compact,it's every thing i hoped it would be for a flip",  great flip phone durable easy operate small compact every thing hop would flip,0.3277777777777778,Positive,0.7906,Positive,Neutral
825,"Had to have a phone right away when my Motorola RAZZ died after years of abuse, so had to put out the $100.00 to AT&T instead of the penny thru Amazon. Anyway what I wanted was a tough phone with 3G. (At&T doesn't have 2G in some parts of the country which I found out on our last motorcycle trip with my old RAZZ). My wants are simply, good phone service, big screen, one button speed dial, answer by opening lid and again, TOUGH ! Have had the phone two months and with an easy modification am very pleased with the phone. Read a lot of reviews and the most common complaint was the PTT feature being turned on often. Yes I found this to be a real pain, often having to press buttons to tell the phone I didn't want to enable the service. After waiting the 30 day return period I fixed that issue. Took a razor blade and carefully scrapped the case around the PTT button, then around the button. This was done to get good adhesion for step two, superglue. I carefully put a heavy bead of superglue around the PTT button. PTT hasn't activated in over a month, now I'm happy with the phone.",  phone right away Motorola RAZZ die year abuse put instead penny thru Amazon Anyway want tough phone G G part country find last motorcycle trip old RAZZ want simply good phone service big screen one button speed dial answer open lid TOUGH phone two month easy modification pleased phone Read lot review common complaint PTT feature turn often Yes find real pain often press button tell phone want enable service wait day return period fix issue Took razor blade carefully scrap case around PTT button around button do get good adhesion step two superglue carefully put heavy bead superglue around PTT button PTT activate month happy phone,0.10784832451499117,Positive,0.6448,Positive,Positive
826,"I got this phone a week ago because ATT didn't stock the Motorola Tundra. Tundra had been through 4 years of rough use including purposly throwing it on the floor when someone was bragging about their new smart phone. I wasn't impressed with the construction when I purchased it but had to have a replacement. The Rugby II was the toughest phone stocked at the store. The included software to sync to my PC does not work, nor do any newer versions downloaded from Samsung. There is no support through Samsung for their software that I can find. The soft keys are programmable and I have made them match my old tundra. That is a real plus. I have read a lot of complaints about inability to disable PTT but I don't think it can be disabled on the tundra either. There is no option to disable the data keys. The Tundra allowed locking the browser and other data usage so there were no inadvertent connections. IM is the only lockable internet ap in the Rugby II Tundra was able to usb connect to PC for data transfer. Rugby II has to have a mini sim card installed before it will even try. Cant speak to durability yet but you can be assured I will not toss this one on the floor",  get phone week ago ATT stock Motorola Tundra Tundra year rough use include purposly throw floor someone brag new smart phone impress construction purchase replacement Rugby II tough phone stock store include software sync PC work new version download Samsung support Samsung software find soft key programmable make match old tundra real plus read lot complaint inability disable PTT think disable tundra either option disable data key Tundra allow lock browser data usage inadvertent connection IM lockable internet ap Rugby II Tundra able usb connect PC data transfer Rugby II mini sim card instal even try Cant speak durability yet assure toss one floor,0.049843674843674836,Positive,0.7351,Positive,Neutral
827,"I've had this phone for roughly six months, and frankly, it's a piece of garbage. It consistently performs very poorly as far as reception goes. I've had to terminate calls because I couldn't hear the ther party well enough to continue. I never had this problem with my old Motorola EM330. Texting is a chore with the poorly laid out format requiring you to change screens for simple punctuation or numeric functions. AT&T keeps trying to blame the reception issues on a local network problem. A coworker has an identical phone with the identical problem. Other coworkers with AT&T service, but different phones do not have this issue. As an MP3 player coupled with my Bluetooth it's great. As a phone, it leaves a lot to be desired.",  phone roughly six month frankly piece garbage consistently perform poorly far reception go terminate call hear ther party well enough continue never problem old Motorola EM Texting chore poorly lay format require change screen simple punctuation numeric function keep try blame reception issue local network problem coworker identical phone identical problem coworkers service different phone issue MP player couple Bluetooth great phone leave lot desire,0.075,Positive,0.7057,Positive,Negative
828,"I had an absolutely terrible experience with the original Rugby.. I had 3 of them that broke inside of a year (from the *original* date of purchase, mind you). B/c of the false information AT&T gave me on multiple calls (5 calls!), I could not get a new, alternative brand phone. So, I was forced into The Rugby II. Well, I'm happy to say it is much more reliable than the original! I haven't had any dropped calls. I haven't had any spontaneous connecting to the internet, either. The PTT button is still in the same spot as the original, but I don't seem to hit it as often. *shrug* I have a data plan, but this is not user friendly for that purpose. It will take pretty decent pictures when it's folded. The texting bit is still a hassle, though. Predictive texting is easier, but a bit sketchy, and I haven't found a way to get rid of words from its vocabulary once they've been added. It's bulky and heavy, too, but it helps me keep up with it. If I'm suddenly feeling lighter, I know I've left my phone somewhere. LOL If you want a feather-light phone or one with all the bells and whistles, this isn't the phone you want. You'll need a heavy duty case, too. I use a magnetic one made by body glove. I haven't had any difficulty pairing the Rugby II to my mac or my phone, or my PDA for that matter (BUT it won't SYNC with the Mac or PDA b/c they're not Windows machines). I can send pics, videos, etc. with no difficulty. Also, on the previous phones, I don't know if there was a voice dial option, but it's on the II. It's just a big P.I.T.A. to use, and it takes too long to respond. Don't try to voice dial 911. You'll die before the call's been made (maybe I'm exaggerating a little bit! lol). The memory's decent, but that was never a complaint of mine with the original, either. From a non-smartphone point of view, this phone may intimidate those who are not very tech-savvy. It took awhile for me to get used to the Rugbys after having a more ""consumer-ized"" phone. Initially I felt like Jethro Gibbs (NCIS fans).. ""how does this damn thing work?"" ""Can't you reboot it?"" LOL The front display powers off too quickly, but that is also true of the original Rugby. Now that my faith in Samsung has turned slightly for the better again, I'm getting a Samsung WEP570 bluetooth earpiece. I'll review that soon, too. Potential Rugby II users: It's not as super cool as other phones out there, but it'll 'git 'er done.' Just be prepared to be patient. It's NOT lightning fast.. Oh, and you still can't read or reply to texts when you're on a call, but you can send them. And that kind of defeats the purpose of texting.",  absolutely terrible experience original Rugby break inside year original date purchase mind B c false information give multiple call call could get new alternative brand phone force Rugby II Well happy say much reliable original dropped call spontaneous connecting internet either PTT button still spot original seem hit often shrug data plan user friendly purpose take pretty decent picture fold texting bit still hassle though Predictive texting easy bit sketchy find way get rid word vocabulary add bulky heavy help keep suddenly feel light know left phone somewhere LOL want feather light phone one bell whistle phone want need heavy duty case use magnetic one make body glove difficulty pair Rugby II mac phone PDA matter SYNC Mac PDA b c Windows machine send pic videos etc difficulty Also previous phone know voice dial option II big P use take long respond try voice dial die call make maybe exaggerate little bit lol memory decent never complaint mine original either non smartphone point view phone may intimidate tech savvy take awhile get use Rugbys consumer ized phone Initially felt like Jethro Gibbs NCIS fan damn thing work reboot LOL front display power quickly also true original Rugby faith Samsung turn slightly good get Samsung WEP bluetooth earpiece review soon Potential Rugby II user super cool phone git er do prepare patient lightning fast Oh still read reply texts call send kind defeat purpose texting,0.2290373244641537,Positive,0.99,Positive,Positive
829,"My son is hard on his phones, so we purchased a Samsung Ruby I for him, which lasted over two years. When that phone broke, we decided to try the newer Rugby II. After only two months, the phone would not charge. We bought a new battery and an external charger; still would not turn on. I called Samsung, but because he had a small crack in the outerscreen, the waranty was void. I was told that even though the cracked screen had nothing to do with the charging problem, the charging problem would not be covered under waranty and I would be responsilbe for all repairs, including the screen, and I wouldn't know the cost until I sent the phone to them. Instead I took the phone to a phone repair shop. They checked the phone and said the power supply was defective and it would cost more to fix than the phone is worth. It is extreemly annoying that a ""Rugged"" phone would quit after only two months and that the waranty is void because of a basically cosmetic issue with the outer screen. This phone was definatley a waste of time, energy and money for us and an example of poor customer service on the part of Samsung. He is now using a $20 Go-Phone from Wal-Mart with his ATT simm card and it has lasted much longer than the Samsung Rugby II.",  son hard phone purchase Samsung Ruby last two year phone break decide try new Rugby II two month phone would charge buy new battery external charger still would turn call Samsung small crack outerscreen waranty void tell even though cracked screen nothing charge problem charging problem would cover waranty would responsilbe repair include screen know cost send phone Instead take phone phone repair shop check phone say power supply defective would cost fix phone worth extreemly annoy Rugged phone would quit two month waranty void basically cosmetic issue outer screen phone definatley waste time energy money us example poor customer service part Samsung use Go Phone Wal Mart ATT simm card last much longer Samsung Rugby II,-0.03353994490358128,Negative,-0.8605,Negative,Negative
830,"This phone has a big problem...You can't transfer files from your Windows 7 64 bit PC any other way other than by taking out the storage card and using a card reader!!! It does not work with Samsung's PC Studio software via USB. Get with it Samsung! If I knew that, I wouldn't have bought this phone, or the data cable which is useless. Samsung tech support first told me I had a bad data cable, then that I needed to re-load the software, then finally admitted it wasn't going to work. No more Samsungs for me. One other slightly annoying thing about the phone is that the charging port is covered by a flimsy rubber flap that is hard to take off, and doesn't look like it will last the test of time with constant use. I give it 2 stars because the call quality and reception seem fine.",  phone big problem transfer file Windows bit PC way take storage card use card reader work Samsung PC Studio software via USB Get Samsung know buy phone data cable useless Samsung tech support first tell bad data cable need load software finally admit go work Samsungs One slightly annoy thing phone charge port cover flimsy rubber flap hard take look like last test time constant use give star call quality reception seem fine,-0.09916666666666665,Negative,-0.6378,Negative,Negative
831,"The Rugby II ""replaced"" my old (and very sturdy) Nokia. The ever-reliable Nokia had served me faithfully for 7 full years when ATT determined that it couldn't tolerate such superb service in its network. The planet's largest telecommunications company sent a note advising their non-support for excellence but offering a ""free"" upgrade at an ATT store. I went in. Now the story gets ugly. 1. The store employees urged against the several ""free"" phones, pointing out that they were unpopular models for which ATT was discontinuing sale. They were simply offloading what should have been landfill. 2. I asked, then, what would be a no-frills model that was as rugged as Old Nokia. They replied, ""None,"" but did recommend the misnamed Rugby as the next best thing. The catch: since I was declining a ""free"" phone, I'd need to buy the ""reliable"" model. 3. In ""upgrading"" to a worse phone, ATT charged an additional upgrade fee, cut my minutes in half, and locked in a new 2 year contract. Because I was leaving on a business trip for the Middle East the next day, I sucked it up and bought the Rugby. The story gets uglier. 1. The phone seriously overheats after about 15 minutes of use. 2. The buttons and menu are aggressively counter-intuitive. 3. The voice quality is the the worst I have ever encountered. 4. The PTT feature has been located such that it cannot be avoided--and which brings additional charges when used. (But this can be disabled. Pry out the button, then clip the stem from its back. Replace. You'll be happy to have a less functional phone) If the young revolutionaries in Cairo had all had Rugbys last year, Mubarak could never have been toppled",  Rugby II replace old sturdy Nokia ever reliable Nokia serve faithfully full year ATT determine tolerate superb service network planet large telecommunication company send note advise non support excellence offer free upgrade ATT store go story get ugly store employee urge several free phone point unpopular model ATT discontinue sale simply offload landfill ask would frill model rugged Old Nokia reply None recommend misnamed Rugby next best thing catch since decline free phone need buy reliable model upgrade bad phone ATT charge additional upgrade fee cut minute half lock new year contract leave business trip Middle East next day suck buy Rugby story get uglier phone seriously overheat minute use button menu aggressively counter intuitive voice quality bad ever encounter PTT feature locate avoid bring additional charge use disable Pry button clip stem back Replace happy less functional phone young revolutionary Cairo Rugbys last year Mubarak could never topple,0.08935930735930739,Positive,0.8171,Positive,Positive
832,"Great basic phone. Love the metal attached clip as l keep a tether on my phone.i had rugby 1 and loved it too. HOWEVER, the battery cover on Rugby 2 is MUCH LESS RELIABLE than rugby 1. The half circle guide that the locking screw fits into on Rugby 1 has been reduced to two tiny corners on Rugby 2. THIS IS RIDICULOUS.I bought a plastic cover that i use just on the back of the phone to keep the battery cover from falling off. That is why i only gave phone 3 stars. After 18 mos of rugged use, my rugby 2 is starting to freeze up. I will gladly try the rugby 3 .",  Great basic phone Love metal attach clip l keep tether phone rugby love HOWEVER battery cover Rugby MUCH LESS RELIABLE rugby half circle guide locking screw fit Rugby reduce two tiny corner Rugby RIDICULOUS buy plastic cover use back phone keep battery cover fall give phone star mo rugged use rugby start freeze gladly try rugby,0.18484848484848485,Positive,0.9514,Positive,Positive
833,"If you are looking for a somewhat old-fashioned cell phone -- i.e., no touchscreen and no querty pad -- this may be the one for you; indeed, I am okay with it in all respects except one, but it's a biggie. Thus, there is a PTT key on the left-hand side of the phone that is extremely sensitive and almost unavoidable when you open or otherwise handle the phone. As a result, I've received the PTT initialization prompt about three dozen times during my first two days of ownership. If you WANT PTT, that might not be so bad; but I want neither to use nor to pay for the feature, so this is a problem I encounter virtually every time I use the phone. I used the Samsung web site to ask how I might go about disabling the feature and received a response revealing that Samsung doesn't know how to do it. They suggested that I get in touch with my service provider, which I will do eventually, but I am stunned that Samsung doesn't have a fix for this. I would not have purchased the phone if I had known about this problem. This is my first -- and likely my last -- product from Samsung, and I don't much like their web site either. I had a very simple query -- could I get a wired earphone or headset for this phone -- and it took a lot of work to find the right product.",  look somewhat old fashion cell phone e touchscreen querty pad may one indeed okay respect except one biggie Thus PTT key left hand side phone extremely sensitive almost unavoidable open otherwise handle phone result receive PTT initialization prompt three dozen time first two day ownership WANT PTT might bad want neither use pay feature problem encounter virtually every time use phone use Samsung web site ask might go disable feature receive response revealing Samsung know suggest get touch service provider eventually stun Samsung fix would purchase phone know problem first likely last product Samsung much like web site either simple query could get wired earphone headset phone take lot work find right product,0.07040816326530613,Positive,0.5313,Positive,Positive
834,"This is a good phone if all you want is a phone. The manual is not very useful and is confusing at times. Basic setup was easy and call quality is good. My complaints are: 1. I had a very difficult getting the back to stay on after I installed the sim card and battery. The instructions were wrong and the manual was wrong. Both said to turn the screw the wrong way!!! 2. I keep getting a pop-up asking if I want to pay extra for ""City"" caller ID. AT&T's answer for this was to reset the phone!!! 3. AT&T charged me a $36 one time fee for my ""FREE"" upgrade!!!",  good phone want phone manual useful confuse time Basic setup easy call quality good complaint difficult get back stay instal sim card battery instruction wrong manual wrong say turn screw wrong way keep get pop ask want pay extra City caller ID answer reset phone charge one time fee FREE upgrade,0.017948717948717944,Positive,0.1363,Neutral,Negative
835,"This phone has taken everything I have thrown at it and more. For instance, once I accidentally left it powered on and inside my pants pocket while those pants were being machine washed. When I discovered the phone, after the wash machine was finished, the phone was still on. I did have to turn it off, take it apart, and let it dry overnight but it's still my phone today. This phone is the only phone to survive my abuse for over 2 years and running. I have noticed that recently it goes through cycles of annoyances: turning itself off or restarting in the middle of a conversion. But that's after all the mess that I have put it through. And date it still takes all daily the punishment I give it. After all my experiences with this phone, I almost don't understand why this phone is not rated 4.5 stars. Except, I am reminded that most people don't write reviews for things they enjoy; they just write reviews for things they have problems with. Please remember this when you are researching; also when you have good experiences with your purchases please share your review.",  phone take everything throw instance accidentally leave power inside pant pocket pant machine wash discover phone wash machine finish phone still turn take apart let dry overnight still phone today phone phone survive abuse year run notice recently go cycle annoyance turn restart middle conversion mess put date still take daily punishment give experience phone almost understand phone rat star Except remind people write review thing enjoy write review thing problem Please remember research also good experience purchase please share review,0.12261904761904763,Positive,-0.6808,Negative,Negative
